TrackTitle,TrackDescription,FileName,Keywords,MediaCode,TrackTime,TrackCD,TrackTrack,TrackIndex,
ParkSuburbanBirdsD BT041001,Park - Suburban / Birds Distant Traffic & Walla,ParkSuburbanBirdsD BT041001.wav,Traffic EXT Various,BT-04 Urban/Suburban,0:03:33,BT-04,10,1,
ParkSuburbanBirdsD BT041001,Park - Suburban / Birds Distant Traffic & Walla,ParkSuburbanBirdsD BT041001.wav,Traffic EXT Various,BT-04 Urban/Suburban,0:03:33,BT-04,10,1,
ParkurbanDistantKi BT041101,Park -urban / Distant Kids Birds Traffic,ParkurbanDistantKi BT041101.wav,Traffic Big City,BT-04 Urban/Suburban,0:03:33,BT-04,11,1,
ParkurbanDistantKi BT041101,Park -urban / Distant Kids Birds Traffic,ParkurbanDistantKi BT041101.wav,Traffic Big City,BT-04 Urban/Suburban,0:03:33,BT-04,11,1,
ParkUrbanMediumDis BT041201,Park - Urban / Medium Distance Birds & Traffic,ParkUrbanMediumDis BT041201.wav,Traffic Big City,BT-04 Urban/Suburban,0:03:33,BT-04,12,1,
ParkUrbanMediumDis BT041201,Park - Urban / Medium Distance Birds & Traffic,ParkUrbanMediumDis BT041201.wav,Traffic Big City,BT-04 Urban/Suburban,0:03:33,BT-04,12,1,
PlaygroundSchoolya BT041401,Playground - Schoolyard Children Playing,PlaygroundSchoolya BT041401.wav,Crowd-Schools & Teens Schoolyards,BT-04 Urban/Suburban,0:03:33,BT-04,14,1,
PlaygroundSchoolya BT041401,Playground - Schoolyard Children Playing,PlaygroundSchoolya BT041401.wav,Crowd-Schools & Teens Schoolyards,BT-04 Urban/Suburban,0:03:33,BT-04,14,1,
PlaygroundSchoolya BT041501,Playground - Schoolyard In Distance Children Playing,PlaygroundSchoolya BT041501.wav,Crowd-Schools & Teens Schoolyards,BT-04 Urban/Suburban,0:02:16,BT-04,15,1,
PlaygroundSchoolya BT041501,Playground - Schoolyard In Distance Children Playing,PlaygroundSchoolya BT041501.wav,Crowd-Schools & Teens Schoolyards,BT-04 Urban/Suburban,0:02:16,BT-04,15,1,
PoliceBookingOffic BT012401,Police Booking Office,PoliceBookingOffic BT012401.wav,Office Police Station BGs,BT-01 Interiors,0:01:33,BT-01,24,1,
PoliceBookingOffic BT012401,Police Booking Office,PoliceBookingOffic BT012401.wav,Office Police Station BGs,BT-01 Interiors,0:01:33,BT-01,24,1,
PoliceStationPhone BT012601,Police Station - Phone Typewriters Busy Walla,PoliceStationPhone BT012601.wav,Office Police Station BGs,BT-01 Interiors,0:01:24,BT-01,26,1,
PoliceStationPhone BT012601,Police Station - Phone Typewriters Busy Walla,PoliceStationPhone BT012601.wav,Office Police Station BGs,BT-01 Interiors,0:01:24,BT-01,26,1,
PoliceStationWalla BT012501,Police Station - Drawers Slamming Phones Walla,PoliceStationWalla BT012501.wav,Office Police Station BGs,BT-01 Interiors,0:01:34,BT-01,25,1,
PoliceStationWalla BT012501,Police Station - Drawers Slamming Phones Walla,PoliceStationWalla BT012501.wav,Office Police Station BGs,BT-01 Interiors,0:01:34,BT-01,25,1,
PostOfficeBackgrou BT012701,Post Office - Background Ambience,PostOfficeBackgrou BT012701.wav,Office Post Office,BT-01 Interiors,0:01:33,BT-01,27,1,
PostOfficeBackgrou BT012701,Post Office - Background Ambience,PostOfficeBackgrou BT012701.wav,Office Post Office,BT-01 Interiors,0:01:33,BT-01,27,1,
